일자,after,역명,승차총승객수,하차총승객수,기후동행카드
20231101,0,4.19민주묘지,4515,4447,승하차 불가능
20231101,0,가능,7130,6897,승하차 불가능
20231101,0,가락시장,18429,19121,승하차 가능
20231101,0,가산디지털단지,70358,73570,승하차 가능
20231101,0,가양,24374,23853,승하차 가능
20231101,0,가오리,4770,4896,승하차 불가능
20231101,0,가좌,6744,6288,승하차 가능
20231101,0,가천대,13282,13882,승하차 불가능
20231101,0,가평,2120,2057,승하차 불가능
20231101,0,간석,6506,6149,승하차 불가능
20231101,0,갈매,3477,2983,승하차 불가능
20231101,0,강남,83370,80354,승하차 가능
20231101,0,강남구청,29575,32977,승하차 가능
20231101,0,강동,19720,19281,승하차 가능
20231101,0,강동구청,11542,11865,승하차 가능
20231101,0,강매,3836,3349,승하차 불가능
20231101,0,강변,31550,29101,승하차 가능
20231101,0,강일,6427,5894,승하차 가능
20231101,0,강촌,507,547,승하차 불가능
20231101,0,개롱,7562,7661,승하차 가능
20231101,0,개봉,24017,23497,승하차 가능
20231101,0,개포동,5559,5740,승하차 가능
20231101,0,개화,3277,2163,승하차 가능
20231101,0,개화산,6746,6397,승하차 가능
20231101,0,거여,11560,11292,승하차 가능
20231101,0,건대입구,51459,53376,승하차 가능
20231101,0,검암,7384,7789,승하차 불가능
20231101,0,경기광주,8842,8199,승하차 불가능
20231101,0,경마공원,2020,2045,승하차 불가능
20231101,0,경복궁,29556,30449,승하차 가능
20231101,0,경찰병원,8507,8382,승하차 가능
20231101,0,계양,14630,13473,승하차 불가능
20231101,0,고덕,11868,11819,승하차 가능
20231101,0,고려대,10794,10423,승하차 가능
20231101,0,고색,6317,5923,승하차 불가능
20231101,0,고속터미널,72960,72728,승하차 가능
20231101,0,고잔,10215,9642,승하차 불가능
20231101,0,곡산,740,762,승하차 불가능
20231101,0,곤지암,3113,2906,승하차 불가능
20231101,0,공덕,45225,45508,승하차 가능
20231101,0,공릉,13612,13420,승하차 가능
20231101,0,공항시장,3127,3384,승하차 가능
20231101,0,공항화물청사,2366,2548,승하차 불가능
20231101,0,과천,7167,6528,승하차 불가능
20231101,0,관악,8433,7962,승하차 불가능
20231101,0,관악산,3173,3305,승하차 불가능
20231101,0,광나루,15831,14696,승하차 가능
20231101,0,광명,3781,3276,승하차 불가능
20231101,0,광명사거리,21745,21343,승하차 가능
20231101,0,광운대,10092,9635,승하차 가능
20231101,0,광화문,38204,40538,승하차 가능
20231101,0,광흥창,10617,10162,승하차 가능
20231101,0,교대,52500,51946,승하차 가능
20231101,0,구로,19362,19707,승하차 가능
20231101,0,구로디지털단지,64353,63856,승하차 가능
20231101,0,구룡,3160,3056,승하차 가능
20231101,0,구리,14503,14646,승하차 불가능
20231101,0,구반포,1239,1297,승하차 가능
20231101,0,구산,8762,6492,승하차 가능
20231101,0,구성,5553,5696,승하차 불가능
20231101,0,구의,26929,26234,승하차 가능
20231101,0,구일,7939,7789,승하차 가능
20231101,0,구파발,24102,23365,승하차 가능
20231101,0,국수,771,738,승하차 불가능
20231101,0,국회의사당,19067,19795,승하차 가능
20231101,0,군자,29174,27012,승하차 가능
20231101,0,군포,8433,8212,승하차 불가능
20231101,0,굴봉산,99,87,승하차 불가능
20231101,0,굽은다리,10317,9932,승하차 가능
20231101,0,금곡,1688,1676,승하차 불가능
20231101,0,금릉,5853,5646,승하차 불가능
20231101,0,금정,30871,31269,승하차 불가능
20231101,0,금천구청,12733,12689,승하차 가능
20231101,0,금촌,7223,7100,승하차 불가능
20231101,0,금호,8841,8088,승하차 가능
20231101,0,기흥,12394,11581,승하차 불가능
20231101,0,길동,8620,8863,승하차 가능
20231101,0,길음,24534,24889,승하차 가능
20231101,0,김유정,331,318,승하차 불가능
20231101,0,까치산,30737,29539,승하차 가능
20231101,0,낙성대,29761,29438,승하차 가능
20231101,0,남구로,17020,17894,승하차 가능
20231101,0,남동인더스파크,2405,2734,승하차 불가능
20231101,0,남부터미널,31358,32062,승하차 가능
20231101,0,남성,12744,12062,승하차 가능
20231101,0,남영,11514,12160,승하차 가능
20231101,0,남위례,8223,8340,승하차 가능
20231101,0,남춘천,2560,2481,승하차 불가능
20231101,0,남태령,1425,1269,승하차 가능
20231101,0,남한산성입구,16333,14973,승하차 가능
20231101,0,내방,16611,16815,승하차 가능
20231101,0,노들,5155,4183,승하차 가능
20231101,0,노량진,37471,36615,승하차 가능
20231101,0,노원,41466,45911,승하차 가능
20231101,0,녹번,17590,16196,승하차 가능
20231101,0,녹사평,5588,5400,승하차 가능
20231101,0,녹양,5068,4795,승하차 불가능
20231101,0,녹천,4944,4179,승하차 가능
20231101,0,논현,20201,20346,승하차 가능
20231101,0,능곡,5440,5011,승하차 불가능
20231101,0,단대오거리,13482,13072,승하차 가능
20231101,0,달월,128,84,승하차 불가능
20231101,0,답십리,17588,15952,승하차 가능
20231101,0,당고개,10369,8943,승하차 가능
20231101,0,당곡,4773,4719,승하차 불가능
20231101,0,당산,41202,44996,승하차 가능
20231101,0,당정,7335,6963,승하차 불가능
20231101,0,대곡,3220,2380,승하차 불가능
20231101,0,대공원,4989,4984,승하차 불가능
20231101,0,대림,35507,36037,승하차 가능
20231101,0,대모산입구,6778,6311,승하차 가능
20231101,0,대성리,485,467,승하차 불가능
20231101,0,대야미,5537,5040,승하차 불가능
20231101,0,대청,12054,11362,승하차 가능
20231101,0,대치,12672,12570,승하차 가능
20231101,0,대화,14723,11171,승하차 불가능
20231101,0,대흥,10878,11277,승하차 가능
20231101,0,덕계,5561,4994,승하차 불가능
20231101,0,덕소,5919,5696,승하차 불가능
20231101,0,덕정,7183,6798,승하차 불가능
20231101,0,도곡,14019,13834,승하차 가능
20231101,0,도농,12694,11578,승하차 불가능
20231101,0,도림천,1357,1464,승하차 가능
20231101,0,도봉,6349,6091,승하차 가능
20231101,0,도봉산,18245,16721,승하차 가능
20231101,0,도심,2807,2191,승하차 불가능
20231101,0,도원,3434,3533,승하차 불가능
20231101,0,도화,4695,4371,승하차 불가능
20231101,0,독립문,8213,8406,승하차 가능
20231101,0,독바위,3024,3184,승하차 가능
20231101,0,독산,20455,21151,승하차 가능
20231101,0,돌곶이,11373,10414,승하차 가능
20231101,0,동대문,33640,33637,승하차 가능
20231101,0,동대문역사문화공원,38731,39313,승하차 가능
20231101,0,동대입구,12037,13745,승하차 가능
20231101,0,동두천,2641,2793,승하차 불가능
20231101,0,동두천중앙,3136,3121,승하차 불가능
20231101,0,동묘앞,17066,17785,승하차 가능
20231101,0,동암,16898,16890,승하차 불가능
20231101,0,동인천,15717,14927,승하차 불가능
20231101,0,동작,3524,3275,승하차 가능
20231101,0,두정,8414,8584,승하차 불가능
20231101,0,둔촌동,9810,9878,승하차 가능
20231101,0,둔촌오륜,1224,1228,승하차 가능
20231101,0,등촌,13222,12624,승하차 가능
20231101,0,디지털미디어시티,36138,36563,승하차 가능
20231101,0,뚝섬,26034,27514,승하차 가능
20231101,0,뚝섬유원지,9425,9068,승하차 가능
20231101,0,마곡,13434,13700,승하차 가능
20231101,0,마곡나루,28199,27445,승하차 가능
20231101,0,마두,8347,8674,승하차 불가능
20231101,0,마들,14661,13732,승하차 가능
20231101,0,마석,4162,4053,승하차 불가능
20231101,0,마장,6610,6126,승하차 가능
20231101,0,마천,8610,7808,승하차 가능
20231101,0,마포,16266,16656,승하차 가능
20231101,0,마포구청,15977,14345,승하차 가능
20231101,0,망우,8090,7807,승하차 가능
20231101,0,망원,14876,15751,승하차 가능
20231101,0,망월사,10402,10589,승하차 불가능
20231101,0,망포,17310,16538,승하차 불가능
20231101,0,매교,5848,5908,승하차 불가능
20231101,0,매봉,14597,13985,승하차 가능
20231101,0,매탄권선,6093,5893,승하차 불가능
20231101,0,먹골,11009,10839,승하차 가능
20231101,0,면목,17531,17030,승하차 가능
20231101,0,명동,34236,36788,승하차 가능
20231101,0,명일,10082,10538,승하차 가능
20231101,0,명학,11159,10956,승하차 불가능
20231101,0,모란,25832,25101,승하차 가능
20231101,0,목동,18414,19985,승하차 가능
20231101,0,몽촌토성,7460,7445,승하차 가능
20231101,0,무악재,4906,4768,승하차 가능
20231101,0,문래,24757,25185,승하차 가능
20231101,0,문산,5524,5206,승하차 불가능
20231101,0,문정,24314,25465,승하차 가능
20231101,0,미금,16631,17912,승하차 불가능
20231101,0,미사,18975,19253,승차 불가능 / 하차 가능
20231101,0,미아,17162,16620,승하차 가능
20231101,0,미아사거리,28697,28207,승하차 가능
20231101,0,반월,4742,4578,승하차 불가능
20231101,0,반포,7001,6739,승하차 가능
20231101,0,발산,24070,24882,승하차 가능
20231101,0,방배,17072,17675,승하차 가능
20231101,0,방이,7946,8083,승하차 가능
20231101,0,방학,11009,10822,승하차 가능
20231101,0,방화,7711,7349,승하차 가능
20231101,0,배방,1282,1209,승하차 불가능
20231101,0,백마,8182,7934,승하차 불가능
20231101,0,백석,10559,10662,승하차 불가능
20231101,0,백양리,64,74,승하차 불가능
20231101,0,백운,8414,8274,승하차 불가능
20231101,0,버티고개,2482,2415,승하차 가능
20231101,0,범계,28882,29018,승하차 불가능
20231101,0,별내,3547,3402,승하차 불가능
20231101,0,병점,17939,17618,승하차 불가능
20231101,0,보라매공원,2314,2538,승하차 불가능
20231101,0,보라매병원,8336,8660,승하차 불가능
20231101,0,보산,1560,1398,승하차 불가능
20231101,0,보정,3061,2738,승하차 불가능
20231101,0,복정,10701,9093,승하차 가능
20231101,0,봉명,1595,1603,승하차 불가능
20231101,0,봉은사,22904,23333,승하차 가능
20231101,0,봉천,26249,24393,승하차 가능
20231101,0,봉화산,10331,9660,승하차 가능
20231101,0,부개,9820,9150,승하차 불가능
20231101,0,부발,2448,2357,승하차 불가능
20231101,0,부천,34419,34389,승하차 불가능
20231101,0,부천종합운동장,2761,2140,승차 불가능 / 하차 가능
20231101,0,부평,29416,30966,승하차 불가능
20231101,0,북한산보국문,7233,7088,승하차 불가능
20231101,0,북한산우이,3449,2971,승하차 불가능
20231101,0,불광,22934,23844,승하차 가능
20231101,0,사가정,17693,17823,승하차 가능
20231101,0,사당,69202,69492,승하차 가능
20231101,0,사릉,2567,2470,승하차 불가능
20231101,0,사리,5759,5105,승하차 불가능
20231101,0,사평,4444,4218,승하차 가능
20231101,0,산본,17799,19029,승하차 불가능
20231101,0,산성,5819,5841,승하차 가능
20231101,0,삼각지,14586,14233,승하차 가능
20231101,0,삼동,2823,2737,승하차 불가능
20231101,0,삼성,59430,61082,승하차 가능
20231101,0,삼성중앙,8603,8925,승하차 가능
20231101,0,삼송,21076,20177,승하차 불가능
20231101,0,삼양,2220,2390,승하차 불가능
20231101,0,삼양사거리,2737,2708,승하차 불가능
20231101,0,삼전,8234,7637,승하차 가능
20231101,0,상갈,6098,5752,승하차 불가능
20231101,0,상계,21341,20208,승하차 가능
20231101,0,상도,14117,14095,승하차 가능
20231101,0,상록수,17367,17669,승하차 불가능
20231101,0,상봉,24436,23696,승하차 가능
20231101,0,상수,11013,11938,승하차 가능
20231101,0,상왕십리,15932,15369,승하차 가능
20231101,0,상월곡,7720,7265,승하차 가능
20231101,0,상일동,16623,15515,승하차 가능
20231101,0,상천,305,283,승하차 불가능
20231101,0,새절,14496,13437,승하차 가능
20231101,0,서강대,2753,2699,승하차 가능
20231101,0,서대문,24075,24283,승하차 가능
20231101,0,서동탄,1635,1344,승하차 불가능
20231101,0,서빙고,2650,2534,승하차 가능
20231101,0,서울대벤처타운,10009,9194,승하차 불가능
20231101,0,서울대입구,50504,48935,승하차 가능
20231101,0,서울숲,14139,14764,승하차 가능
20231101,0,서울역,94844,94455,승하차 가능
20231101,0,서울지방병무청,3149,3359,승하차 불가능
20231101,0,서원,3668,3124,승하차 불가능
20231101,0,서정리,9524,8725,승하차 불가능
20231101,0,서초,24907,24147,승하차 가능
20231101,0,서현,25573,26046,승하차 불가능
20231101,0,석계,22319,23773,승하차 가능
20231101,0,석수,10230,9270,승하차 불가능
20231101,0,석촌,18413,18811,승하차 가능
20231101,0,석촌고분,7437,7205,승하차 가능
20231101,0,선릉,79583,79696,승하차 가능
20231101,0,선바위,8915,7829,승하차 불가능
20231101,0,선유도,10176,9646,승하차 가능
20231101,0,선정릉,20042,21355,승하차 가능
20231101,0,성균관대,17793,17573,승하차 불가능
20231101,0,성수,44720,49066,승하차 가능
20231101,0,성환,7605,7273,승하차 불가능
20231101,0,세류,3688,3535,승하차 불가능
20231101,0,세마,3453,3346,승하차 불가능
20231101,0,세종대왕릉,368,366,승하차 불가능
20231101,0,소래포구,6240,5891,승하차 불가능
20231101,0,소사,9097,8681,승하차 불가능
20231101,0,소요산,2697,2237,승하차 불가능
20231101,0,솔밭공원,2899,2684,승하차 불가능
20231101,0,솔샘,6881,6454,승하차 불가능
20231101,0,송내,29908,29526,승하차 불가능
20231101,0,송도,2917,2547,승하차 불가능
20231101,0,송정,6795,6490,승하차 가능
20231101,0,송탄,4723,4549,승하차 불가능
20231101,0,송파,10511,10050,승하차 가능
20231101,0,송파나루,5540,5874,승하차 가능
20231101,0,수내,15772,16120,승하차 불가능
20231101,0,수락산,13355,13096,승하차 가능
20231101,0,수리산,4674,3869,승하차 불가능
20231101,0,수색,3833,3883,승하차 가능
20231101,0,수서,35687,36606,승하차 가능
20231101,0,수원,46393,47601,승하차 불가능
20231101,0,수원시청,14266,15518,승하차 불가능
20231101,0,수유,36752,36888,승하차 가능
20231101,0,수진,5877,5614,승하차 가능
20231101,0,숙대입구,17176,16766,승하차 가능
20231101,0,숭실대입구,17661,17671,승하차 가능
20231101,0,숭의,4585,4394,승하차 불가능
20231101,0,시청,61759,60544,승하차 가능
20231101,0,신갈,5336,5226,승하차 불가능
20231101,0,신금호,7204,7648,승하차 가능
20231101,0,신길,15185,13841,승하차 가능
20231101,0,신길온천,2196,2029,승하차 불가능
20231101,0,신내,2541,2456,승하차 가능
20231101,0,신논현,31651,31017,승하차 가능
20231101,0,신답,1849,2152,승하차 가능
20231101,0,신당,25017,25948,승하차 가능
20231101,0,신대방,27840,27107,승하차 가능
20231101,0,신대방삼거리,16464,15708,승하차 가능
20231101,0,신도림,57046,55902,승하차 가능
20231101,0,신둔도예촌,1642,1502,승하차 불가능
20231101,0,신목동,5155,4430,승하차 가능
20231101,0,신반포,4667,4405,승하차 가능
20231101,0,신방화,7591,7440,승하차 가능
20231101,0,신사,29267,30488,승하차 가능
20231101,0,신용산,19913,21463,승하차 가능
20231101,0,신원,199,172,승하차 불가능
20231101,0,신이문,9198,8441,승하차 가능
20231101,0,신정,15205,12656,승하차 가능
20231101,0,신정네거리,11285,11724,승하차 가능
20231101,0,신창,2841,2747,승하차 불가능
20231101,0,신촌,42592,43748,승하차 가능
20231101,0,신포,2039,2061,승하차 불가능
20231101,0,신풍,12413,11604,승하차 가능
20231101,0,신흥,5372,5650,승하차 가능
20231101,0,쌍문,31795,29608,승하차 가능
20231101,0,쌍용,3269,3110,승하차 불가능
20231101,0,아산,4345,3991,승하차 불가능
20231101,0,아신,646,658,승하차 불가능
20231101,0,아차산,16018,15575,승하차 가능
20231101,0,아현,12050,11153,승하차 가능
20231101,0,안국,29872,30845,승하차 가능
20231101,0,안산,12841,11825,승하차 불가능
20231101,0,안암,16151,16718,승하차 가능
20231101,0,안양,28766,29150,승하차 불가능
20231101,0,암사,20605,18042,승하차 가능
20231101,0,압구정,32711,35218,승하차 가능
20231101,0,압구정로데오,19301,21460,승하차 가능
20231101,0,애오개,7674,7478,승하차 가능
20231101,0,야당,9059,8975,승하차 불가능
20231101,0,야목,416,350,승하차 불가능
20231101,0,야탑,27889,29430,승하차 불가능
20231101,0,약수,18533,17894,승하차 가능
20231101,0,양수,1946,1963,승하차 불가능
20231101,0,양원,3534,3482,승하차 가능
20231101,0,양재,41298,45707,승하차 가능
20231101,0,양정,659,552,승하차 불가능
20231101,0,양주,8104,7615,승하차 불가능
20231101,0,양천구청,7714,8186,승하차 가능
20231101,0,양천향교,11154,11253,승하차 가능
20231101,0,어린이대공원,19096,19947,승하차 가능
20231101,0,어천,1339,1322,승하차 불가능
20231101,0,언주,12603,12756,승하차 가능
20231101,0,여의나루,13856,15274,승하차 가능
20231101,0,여의도,64026,65164,승하차 가능
20231101,0,여주,2900,3008,승하차 불가능
20231101,0,역곡,30758,30435,승하차 불가능
20231101,0,역삼,58808,67398,승하차 가능
20231101,0,역촌,4180,5077,승하차 가능
20231101,0,연수,5224,5137,승하차 불가능
20231101,0,연신내,37662,35748,승하차 가능
20231101,0,염창,19730,19153,승하차 가능
20231101,0,영등포,39485,40848,승하차 가능
20231101,0,영등포구청,29310,29923,승하차 가능
20231101,0,영등포시장,11560,11855,승하차 가능
20231101,0,영종,4042,4155,승하차 불가능
20231101,0,영통,9817,9966,승하차 불가능
20231101,0,오금,11493,10692,승하차 가능
20231101,0,오류동,12859,12090,승하차 가능
20231101,0,오리,12682,10722,승하차 불가능
20231101,0,오목교,22740,24282,승하차 가능
20231101,0,오목천,5549,4796,승하차 불가능
20231101,0,오빈,324,313,승하차 불가능
20231101,0,오산,10878,11036,승하차 불가능
20231101,0,오산대,4611,4284,승하차 불가능
20231101,0,오이도,8925,8755,승하차 불가능
20231101,0,옥수,9881,9989,승하차 가능
20231101,0,온수,18891,17506,승하차 가능
20231101,0,온양온천,4569,4663,승하차 불가능
20231101,0,올림픽공원,13053,12685,승하차 가능
20231101,0,왕십리,38976,37321,승하차 가능
20231101,0,외대앞,11319,11286,승하차 가능
20231101,0,용답,3236,3240,승하차 가능
20231101,0,용두,2645,2716,승하차 가능
20231101,0,용마산,6633,6506,승하차 가능
20231101,0,용문,2194,2097,승하차 불가능
20231101,0,용산,37676,38845,승하차 가능
20231101,0,우장산,16539,16274,승하차 가능
20231101,0,운길산,661,696,승하차 불가능
20231101,0,운서,9172,9409,승하차 불가능
20231101,0,운정,8423,7681,승하차 불가능
20231101,0,운천,7,2,승하차 불가능
20231101,0,원당,12506,11760,승하차 불가능
20231101,0,원덕,372,362,승하차 불가능
20231101,0,원인재,4877,5178,승하차 불가능
20231101,0,원종,4563,4669,승하차 불가능
20231101,0,원흥,12918,12339,승하차 불가능
20231101,0,월계,8613,8058,승하차 가능
20231101,0,월곡,14412,13896,승하차 가능
20231101,0,월곶,3296,3018,승하차 불가능
20231101,0,월드컵경기장,5355,5556,승하차 가능
20231101,0,월롱,2624,2291,승하차 불가능
20231101,0,을지로3가,41861,41627,승하차 가능
20231101,0,을지로4가,22853,23057,승하차 가능
20231101,0,을지로입구,52155,54792,승하차 가능
20231101,0,응봉,2223,1773,승하차 가능
20231101,0,응암,19635,19356,승하차 가능
20231101,0,의왕,10234,10237,승하차 불가능
20231101,0,의정부,19289,19761,승하차 불가능
20231101,0,이대,19506,21613,승하차 가능
20231101,0,이매,7928,7288,승하차 불가능
20231101,0,이수,17130,16760,승하차 가능
20231101,0,이천,2748,2917,승하차 불가능
20231101,0,이촌,13339,13349,승하차 가능
20231101,0,이태원,11562,11826,승하차 가능
20231101,0,인덕원,27495,28369,승하차 불가능
20231101,0,인천,4788,4600,승하차 불가능
20231101,0,인천공항1터미널,12776,11782,승하차 불가능
20231101,0,인천공항2터미널,6328,5407,승하차 불가능
20231101,0,인천논현,6211,6539,승하차 불가능
20231101,0,인하대,8547,8150,승하차 불가능
20231101,0,일산,11848,11739,승하차 불가능
20231101,0,일원,12789,12493,승하차 가능
20231101,0,임진강,51,46,승하차 불가능
20231101,0,잠실,94326,97761,승하차 가능
20231101,0,잠실나루,17784,17254,승하차 가능
20231101,0,잠실새내,24355,23869,승하차 가능
20231101,0,잠원,5810,5383,승하차 가능
20231101,0,장승배기,10252,9937,승하차 가능
20231101,0,장암,2913,1163,승하차 가능
20231101,0,장지,18701,17157,승하차 가능
20231101,0,장한평,21499,21225,승하차 가능
20231101,0,정릉,5498,4973,승하차 불가능
20231101,0,정발산,7592,7482,승하차 불가능
20231101,0,정부과천청사,12644,13285,승하차 불가능
20231101,0,정왕,11344,11640,승하차 불가능
20231101,0,정자,20311,21171,승하차 불가능
20231101,0,제기동,17350,17321,승하차 가능
20231101,0,제물포,12359,11733,승하차 불가능
20231101,0,종각,43422,43065,승하차 가능
20231101,0,종로3가,53329,51682,승하차 가능
20231101,0,종로5가,26110,25873,승하차 가능
20231101,0,종합운동장,14470,15397,승하차 가능
20231101,0,주안,21047,19407,승하차 불가능
20231101,0,주엽,10350,10543,승하차 불가능
20231101,0,죽전,16126,17498,승하차 불가능
20231101,0,중계,17102,15945,승하차 가능
20231101,0,중곡,12693,11854,승하차 가능
20231101,0,중동,10378,9777,승하차 불가능
20231101,0,중랑,5932,5836,승하차 가능
20231101,0,중앙,19917,20918,승하차 불가능
20231101,0,중앙보훈병원,13509,11916,승하차 가능
20231101,0,중화,11822,11643,승하차 가능
20231101,0,증미,8881,8560,승하차 가능
20231101,0,증산,11059,11126,승하차 가능
20231101,0,지축,7816,7874,승하차 가능
20231101,0,지평,72,71,승하차 불가능
20231101,0,지행,6842,6843,승하차 불가능
20231101,0,직산,1032,961,승하차 불가능
20231101,0,진위,2021,1877,승하차 불가능
20231101,0,창동,27568,29069,승하차 가능
20231101,0,창신,4082,3510,승하차 가능
20231101,0,천마산,1756,1588,승하차 불가능
20231101,0,천안,7009,6965,승하차 불가능
20231101,0,천왕,13089,12410,승하차 가능
20231101,0,천호,35446,37908,승하차 가능
20231101,0,철산,23300,23584,승하차 가능
20231101,0,청구,8665,8437,승하차 가능
20231101,0,청담,21993,24028,승하차 가능
20231101,0,청라국제도시,8399,7790,승하차 불가능
20231101,0,청량리,38425,39105,승하차 가능
20231101,0,청명,5096,4915,승하차 불가능
20231101,0,청평,1713,1723,승하차 불가능
20231101,0,초월,3936,3736,승하차 불가능
20231101,0,초지,5801,5911,승하차 불가능
20231101,0,총신대입구,20607,22340,승하차 가능
20231101,0,춘천,1660,1437,승하차 불가능
20231101,0,충무로,35751,36511,승하차 가능
20231101,0,충정로,16971,17789,승하차 가능
20231101,0,탄현,8950,8434,승하차 불가능
20231101,0,탕정,1687,1463,승하차 불가능
20231101,0,태릉입구,16392,17116,승하차 가능
20231101,0,태평,14228,13595,승하차 불가능
20231101,0,퇴계원,3927,3659,승하차 불가능
20231101,0,파주,1687,1351,승하차 불가능
20231101,0,판교,6586,6428,승하차 불가능
20231101,0,팔당,770,780,승하차 불가능
20231101,0,평내호평,7145,6951,승하차 불가능
20231101,0,평촌,20581,19888,승하차 불가능
20231101,0,평택,13736,13880,승하차 불가능
20231101,0,평택지제,4746,4602,승하차 불가능
20231101,0,풍산,6570,6143,승하차 불가능
20231101,0,하계,20581,19269,승하차 가능
20231101,0,하남검단산,6743,6352,승차 불가능 / 하차 가능
20231101,0,하남시청,8631,8323,승차 불가능 / 하차 가능
20231101,0,하남풍산,4914,4877,승차 불가능 / 하차 가능
20231101,0,학동,27642,28851,승하차 가능
20231101,0,학여울,2167,2152,승하차 가능
20231101,0,한강진,9898,11386,승하차 가능
20231101,0,한남,4609,4342,승하차 가능
20231101,0,한대앞,11040,11182,승하차 불가능
20231101,0,한성대입구,16339,15869,승하차 가능
20231101,0,한성백제,3220,2925,승하차 가능
20231101,0,한양대,15842,17888,승하차 가능
20231101,0,한티,16510,17660,승하차 가능
20231101,0,합정,46402,48383,승하차 가능
20231101,0,행당,9074,8112,승하차 가능
20231101,0,행신,9165,9004,승하차 불가능
20231101,0,혜화,41012,41358,승하차 가능
20231101,0,호구포,4526,4668,승하차 불가능
20231101,0,홍대입구,82016,85326,승하차 가능
20231101,0,홍제,20304,19329,승하차 가능
20231101,0,화계,3829,3681,승하차 불가능
20231101,0,화곡,31916,29943,승하차 가능
20231101,0,화랑대,14536,11322,승하차 가능
20231101,0,화서,9710,9364,승하차 불가능
20231101,0,화전,4001,3782,승하차 가능
20231101,0,화정,18534,19111,승하차 불가능
20231101,0,회기,30333,29319,승하차 가능
20231101,0,회룡,14059,13874,승하차 불가능
20231101,0,회현,28837,30098,승하차 가능
20231101,0,효창공원앞,12431,12135,승하차 가능
20231101,0,흑석,11338,11460,승하차 가능
20231102,0,4.19민주묘지,4739,4488,승하차 불가능
20231102,0,가능,7626,7441,승하차 불가능
20231102,0,가락시장,19233,20111,승하차 가능
20231102,0,가산디지털단지,70266,73739,승하차 가능
20231102,0,가양,24642,23979,승하차 가능
20231102,0,가오리,4945,4872,승하차 불가능
20231102,0,가좌,6900,6454,승하차 가능
20231102,0,가천대,13661,14113,승하차 불가능
20231102,0,가평,3162,3142,승하차 불가능
20231102,0,간석,6647,6317,승하차 불가능
20231102,0,갈매,3642,3173,승하차 불가능
20231102,0,강남,86463,83281,승하차 가능
20231102,0,강남구청,29643,33361,승하차 가능
20231102,0,강동,20070,19771,승하차 가능
20231102,0,강동구청,11841,12011,승하차 가능
20231102,0,강매,3877,3346,승하차 불가능
20231102,0,강변,33302,30435,승하차 가능
20231102,0,강일,6496,5962,승하차 가능
20231102,0,강촌,674,613,승하차 불가능
20231102,0,개롱,7409,7527,승하차 가능
20231102,0,개봉,24323,24051,승하차 가능
20231102,0,개포동,5399,5567,승하차 가능
20231102,0,개화,3426,2218,승하차 가능
20231102,0,개화산,6832,6496,승하차 가능
20231102,0,거여,11537,11248,승하차 가능
20231102,0,건대입구,53345,55473,승하차 가능
20231102,0,경기광주,9142,8531,승하차 불가능
20231102,0,경마공원,1645,1630,승하차 불가능
20231102,0,경복궁,31762,32946,승하차 가능
20231102,0,경찰병원,8442,8512,승하차 가능
20231102,0,계양,14870,14011,승하차 불가능
20231102,0,고덕,11683,11647,승하차 가능
20231102,0,고려대,11219,10934,승하차 가능
20231102,0,고색,6301,5918,승하차 불가능
20231102,0,고속터미널,77540,76141,승하차 가능
20231102,0,고잔,10243,9799,승하차 불가능
20231102,0,곡산,800,877,승하차 불가능
20231102,0,곤지암,3371,3138,승하차 불가능
20231102,0,공덕,45813,46539,승하차 가능
20231102,0,공릉,14011,13732,승하차 가능
20231102,0,공항시장,3219,3452,승하차 가능
20231102,0,공항화물청사,2480,2572,승하차 불가능
20231102,0,과천,7313,6642,승하차 불가능
20231102,0,관악,8683,8171,승하차 불가능
20231102,0,관악산,3578,3815,승하차 불가능
20231102,0,광나루,16049,14961,승하차 가능
20231102,0,광명,3971,3485,승하차 불가능
20231102,0,광명사거리,22318,21967,승하차 가능
20231102,0,광운대,10570,9969,승하차 가능
20231102,0,광화문,38781,40964,승하차 가능
20231102,0,광흥창,10727,10325,승하차 가능
20231102,0,교대,53552,52717,승하차 가능
20231102,0,구로,19512,19873,승하차 가능
20231102,0,구로디지털단지,64091,63713,승하차 가능
20231102,0,구룡,3234,3129,승하차 가능
20231102,0,구리,14704,14886,승하차 불가능
20231102,0,구반포,1214,1254,승하차 가능
20231102,0,구산,8789,6524,승하차 가능
20231102,0,구성,5754,5966,승하차 불가능
20231102,0,구의,27560,26487,승하차 가능
20231102,0,구일,7330,7244,승하차 가능
20231102,0,구파발,24854,24039,승하차 가능
20231102,0,국수,812,819,승하차 불가능
20231102,0,국회의사당,18431,19413,승하차 가능
20231102,0,군자,29669,27090,승하차 가능
20231102,0,군포,8273,8147,승하차 불가능
20231102,0,굴봉산,170,154,승하차 불가능
20231102,0,굽은다리,10474,9941,승하차 가능
20231102,0,금곡,1808,1785,승하차 불가능
20231102,0,금릉,6048,5920,승하차 불가능
20231102,0,금정,31433,31842,승하차 불가능
20231102,0,금천구청,13190,13186,승하차 가능
20231102,0,금촌,7451,7157,승하차 불가능
20231102,0,금호,9154,8362,승하차 가능
20231102,0,기흥,12570,11527,승하차 불가능
20231102,0,길동,8789,9069,승하차 가능
20231102,0,길음,25137,25156,승하차 가능
20231102,0,김유정,523,586,승하차 불가능
20231102,0,까치산,31587,30049,승하차 가능
20231102,0,낙성대,30661,29615,승하차 가능
20231102,0,남구로,16838,17685,승하차 가능
